"country","age_group","target_end_date","year_week","week","year","weekly_rsv_hospitalisations","season"
"Germany","total",2027-10-24,"2027-W42",42,2027,1300,"2027/2028"
"Germany","total",2027-10-31,"2027-W43",43,2027,1797,"2027/2028"
"Germany","total",2027-11-07,"2027-W44",44,2027,2451,"2027/2028"
"Germany","total",2027-11-14,"2027-W45",45,2027,3175,"2027/2028"
"Germany","total",2027-11-21,"2027-W46",46,2027,3691,"2027/2028"
"Germany","total",2027-11-28,"2027-W47",47,2027,4448,"2027/2028"
"Germany","total",2027-12-05,"2027-W48",48,2027,4524,"2027/2028"
"Germany","total",2027-12-12,"2027-W49",49,2027,4618,"2027/2028"
"Germany","total",2027-12-19,"2027-W50",50,2027,4319,"2027/2028"
"Germany","total",2027-12-26,"2027-W51",51,2027,3872,"2027/2028"
"Germany","total",2028-01-02,"2027-W52",52,2027,3665,"2027/2028"
"Germany","total",2028-01-09,"2028-W01",1,2028,3465,"2027/2028"
"Germany","total",2028-01-16,"2028-W02",2,2028,2584,"2027/2028"
"Germany","total",2028-01-23,"2028-W03",3,2028,2024,"2027/2028"
"Germany","total",2028-01-30,"2028-W04",4,2028,1855,"2027/2028"
"Germany","total",2028-02-06,"2028-W05",5,2028,1649,"2027/2028"
"Germany","total",2028-02-13,"2028-W06",6,2028,1454,"2027/2028"
"Germany","total",2028-02-20,"2028-W07",7,2028,1292,"2027/2028"
"Germany","total",2028-02-27,"2028-W08",8,2028,1172,"2027/2028"
"Germany","total",2028-03-05,"2028-W09",9,2028,997,"2027/2028"
"Germany","total",2028-03-12,"2028-W10",10,2028,850,"2027/2028"
"Germany","total",2028-03-19,"2028-W11",11,2028,753,"2027/2028"
"Germany","total",2028-03-26,"2028-W12",12,2028,661,"2027/2028"
"Germany","total",2028-04-02,"2028-W13",13,2028,617,"2027/2028"
"Germany","total",2028-04-09,"2028-W14",14,2028,466,"2027/2028"
"Germany","total",2028-04-16,"2028-W15",15,2028,391,"2027/2028"
"Germany","total",2028-04-23,"2028-W16",16,2028,386,"2027/2028"
"Germany","total",2028-04-30,"2028-W17",17,2028,293,"2027/2028"
"Germany","total",2028-05-07,"2028-W18",18,2028,287,"2027/2028"
"Germany","total",2028-05-14,"2028-W19",19,2028,205,"2027/2028"
"Germany","total",2028-05-21,"2028-W20",20,2028,223,"2027/2028"
"Germany","total",2028-05-28,"2028-W21",21,2028,174,"2027/2028"
"Germany","total",2028-06-04,"2028-W22",22,2028,146,"2027/2028"
"Germany","total",2028-06-11,"2028-W23",23,2028,122,"2027/2028"
"Germany","total",2028-06-18,"2028-W24",24,2028,121,"2027/2028"
"Germany","total",2028-06-25,"2028-W25",25,2028,110,"2027/2028"
"Germany","total",2028-07-02,"2028-W26",26,2028,103,"2027/2028"
"Germany","total",2028-07-09,"2028-W27",27,2028,88,"2027/2028"
"Germany","total",2028-07-16,"2028-W28",28,2028,120,"2027/2028"
"Germany","total",2028-07-23,"2028-W29",29,2028,97,"2027/2028"
"Germany","total",2028-07-30,"2028-W30",30,2028,92,"2027/2028"
"Germany","total",2028-08-06,"2028-W31",31,2028,101,"2027/2028"
"Germany","total",2028-08-13,"2028-W32",32,2028,93,"2027/2028"
"Germany","total",2028-08-20,"2028-W33",33,2028,96,"2027/2028"
"Germany","total",2028-08-27,"2028-W34",34,2028,85,"2027/2028"
"Greece","total",2026-09-06,"2026-W36",36,2026,18,"2026/2027"
"Greece","total",2026-09-13,"2026-W37",37,2026,17,"2026/2027"
"Greece","total",2026-09-20,"2026-W38",38,2026,26,"2026/2027"
"Greece","total",2026-09-27,"2026-W39",39,2026,31,"2026/2027"
"Greece","total",2026-10-04,"2026-W40",40,2026,38,"2026/2027"
"Greece","total",2026-10-11,"2026-W41",41,2026,65,"2026/2027"
"Greece","total",2026-10-18,"2026-W42",42,2026,92,"2026/2027"
"Greece","total",2026-10-25,"2026-W43",43,2026,162,"2026/2027"
"Greece","total",2026-11-01,"2026-W44",44,2026,224,"2026/2027"
"Greece","total",2026-11-08,"2026-W45",45,2026,311,"2026/2027"
"Greece","total",2026-11-15,"2026-W46",46,2026,382,"2026/2027"
"Greece","total",2026-11-22,"2026-W47",47,2026,471,"2026/2027"
"Greece","total",2026-11-29,"2026-W48",48,2026,579,"2026/2027"
"Greece","total",2026-12-06,"2026-W49",49,2026,582,"2026/2027"
"Greece","total",2026-12-13,"2026-W50",50,2026,589,"2026/2027"
"Greece","total",2026-12-20,"2026-W51",51,2026,528,"2026/2027"
"Greece","total",2026-12-27,"2026-W52",52,2026,509,"2026/2027"
"Greece","total",2027-01-03,"2026-W53",53,2026,523,"2026/2027"
"Greece","total",2027-01-10,"2027-W01",1,2027,432,"2026/2027"
"Greece","total",2027-01-17,"2027-W02",2,2027,344,"2026/2027"
"Greece","total",2027-01-24,"2027-W03",3,2027,277,"2026/2027"
"Greece","total",2027-01-31,"2027-W04",4,2027,217,"2026/2027"
"Greece","total",2027-02-07,"2027-W05",5,2027,196,"2026/2027"
"Greece","total",2027-02-14,"2027-W06",6,2027,166,"2026/2027"
"Greece","total",2027-02-21,"2027-W07",7,2027,156,"2026/2027"
"Greece","total",2027-02-28,"2027-W08",8,2027,140,"2026/2027"
"Greece","total",2027-03-07,"2027-W09",9,2027,115,"2026/2027"
"Greece","total",2027-03-14,"2027-W10",10,2027,109,"2026/2027"
"Greece","total",2027-03-21,"2027-W11",11,2027,106,"2026/2027"
"Greece","total",2027-03-28,"2027-W12",12,2027,84,"2026/2027"
"Greece","total",2027-04-04,"2027-W13",13,2027,63,"2026/2027"
"Greece","total",2027-04-11,"2027-W14",14,2027,62,"2026/2027"
"Greece","total",2027-04-18,"2027-W15",15,2027,52,"2026/2027"
"Greece","total",2027-04-25,"2027-W16",16,2027,45,"2026/2027"
"Greece","total",2027-05-02,"2027-W17",17,2027,40,"2026/2027"
"Greece","total",2027-05-09,"2027-W18",18,2027,39,"2026/2027"
"Greece","total",2027-05-16,"2027-W19",19,2027,27,"2026/2027"
"Greece","total",2027-05-23,"2027-W20",20,2027,19,"2026/2027"
"Greece","total",2027-05-30,"2027-W21",21,2027,15,"2026/2027"
"Greece","total",2027-06-06,"2027-W22",22,2027,25,"2026/2027"
"Greece","total",2027-06-13,"2027-W23",23,2027,20,"2026/2027"
"Greece","total",2027-06-20,"2027-W24",24,2027,19,"2026/2027"
"Greece","total",2027-06-27,"2027-W25",25,2027,15,"2026/2027"
"Greece","total",2027-07-04,"2027-W26",26,2027,10,"2026/2027"
"Greece","total",2027-07-11,"2027-W27",27,2027,15,"2026/2027"
"Greece","total",2027-07-18,"2027-W28",28,2027,10,"2026/2027"
"Greece","total",2027-07-25,"2027-W29",29,2027,9,"2026/2027"
"Greece","total",2027-08-01,"2027-W30",30,2027,17,"2026/2027"
"Greece","total",2027-08-08,"2027-W31",31,2027,15,"2026/2027"
"Greece","total",2027-08-15,"2027-W32",32,2027,11,"2026/2027"
"Greece","total",2027-08-22,"2027-W33",33,2027,9,"2026/2027"
"Greece","total",2027-08-29,"2027-W34",34,2027,21,"2026/2027"
"Greece","total",2027-09-05,"2027-W35",35,2027,18,"2027/2028"
"Greece","total",2027-09-12,"2027-W36",36,2027,17,"2027/2028"
"Greece","total",2027-09-19,"2027-W37",37,2027,26,"2027/2028"
"Greece","total",2027-09-26,"2027-W38",38,2027,31,"2027/2028"
"Greece","total",2027-10-03,"2027-W39",39,2027,38,"2027/2028"
"Greece","total",2027-10-10,"2027-W40",40,2027,65,"2027/2028"
"Greece","total",2027-10-17,"2027-W41",41,2027,92,"2027/2028"
"Greece","total",2027-10-24,"2027-W42",42,2027,162,"2027/2028"
"Greece","total",2027-10-31,"2027-W43",43,2027,224,"2027/2028"
"Greece","total",2027-11-07,"2027-W44",44,2027,311,"2027/2028"
"Greece","total",2027-11-14,"2027-W45",45,2027,382,"2027/2028"
"Greece","total",2027-11-21,"2027-W46",46,2027,471,"2027/2028"
"Greece","total",2027-11-28,"2027-W47",47,2027,579,"2027/2028"
"Greece","total",2027-12-05,"2027-W48",48,2027,582,"2027/2028"
"Greece","total",2027-12-12,"2027-W49",49,2027,589,"2027/2028"
"Greece","total",2027-12-19,"2027-W50",50,2027,528,"2027/2028"
"Greece","total",2027-12-26,"2027-W51",51,2027,509,"2027/2028"
"Greece","total",2028-01-02,"2027-W52",52,2027,523,"2027/2028"
"Greece","total",2028-01-09,"2028-W01",1,2028,432,"2027/2028"
"Greece","total",2028-01-16,"2028-W02",2,2028,344,"2027/2028"
"Greece","total",2028-01-23,"2028-W03",3,2028,277,"2027/2028"
"Greece","total",2028-01-30,"2028-W04",4,2028,217,"2027/2028"
"Greece","total",2028-02-06,"2028-W05",5,2028,196,"2027/2028"
"Greece","total",2028-02-13,"2028-W06",6,2028,166,"2027/2028"
"Greece","total",2028-02-20,"2028-W07",7,2028,156,"2027/2028"
"Greece","total",2028-02-27,"2028-W08",8,2028,140,"2027/2028"
"Greece","total",2028-03-05,"2028-W09",9,2028,115,"2027/2028"
"Greece","total",2028-03-12,"2028-W10",10,2028,109,"2027/2028"
"Greece","total",2028-03-19,"2028-W11",11,2028,106,"2027/2028"
"Greece","total",2028-03-26,"2028-W12",12,2028,84,"2027/2028"
"Greece","total",2028-04-02,"2028-W13",13,2028,63,"2027/2028"
"Greece","total",2028-04-09,"2028-W14",14,2028,62,"2027/2028"
"Greece","total",2028-04-16,"2028-W15",15,2028,52,"2027/2028"
"Greece","total",2028-04-23,"2028-W16",16,2028,45,"2027/2028"
"Greece","total",2028-04-30,"2028-W17",17,2028,40,"2027/2028"
"Greece","total",2028-05-07,"2028-W18",18,2028,39,"2027/2028"
"Greece","total",2028-05-14,"2028-W19",19,2028,27,"2027/2028"
"Greece","total",2028-05-21,"2028-W20",20,2028,19,"2027/2028"
"Greece","total",2028-05-28,"2028-W21",21,2028,15,"2027/2028"
"Greece","total",2028-06-04,"2028-W22",22,2028,25,"2027/2028"
"Greece","total",2028-06-11,"2028-W23",23,2028,20,"2027/2028"
"Greece","total",2028-06-18,"2028-W24",24,2028,19,"2027/2028"
"Greece","total",2028-06-25,"2028-W25",25,2028,15,"2027/2028"
"Greece","total",2028-07-02,"2028-W26",26,2028,10,"2027/2028"
"Greece","total",2028-07-09,"2028-W27",27,2028,15,"2027/2028"
"Greece","total",2028-07-16,"2028-W28",28,2028,10,"2027/2028"
"Greece","total",2028-07-23,"2028-W29",29,2028,9,"2027/2028"
"Greece","total",2028-07-30,"2028-W30",30,2028,17,"2027/2028"
"Greece","total",2028-08-06,"2028-W31",31,2028,15,"2027/2028"
"Greece","total",2028-08-13,"2028-W32",32,2028,11,"2027/2028"
"Greece","total",2028-08-20,"2028-W33",33,2028,9,"2027/2028"
"Greece","total",2028-08-27,"2028-W34",34,2028,21,"2027/2028"
"Hungary","total",2026-09-06,"2026-W36",36,2026,8,"2026/2027"
"Hungary","total",2026-09-13,"2026-W37",37,2026,19,"2026/2027"
"Hungary","total",2026-09-20,"2026-W38",38,2026,20,"2026/2027"
"Hungary","total",2026-09-27,"2026-W39",39,2026,28,"2026/2027"
"Hungary","total",2026-10-04,"2026-W40",40,2026,35,"2026/2027"
"Hungary","total",2026-10-11,"2026-W41",41,2026,72,"2026/2027"
"Hungary","total",2026-10-18,"2026-W42",42,2026,94,"2026/2027"
"Hungary","total",2026-10-25,"2026-W43",43,2026,148,"2026/2027"
"Hungary","total",2026-11-01,"2026-W44",44,2026,228,"2026/2027"
"Hungary","total",2026-11-08,"2026-W45",45,2026,274,"2026/2027"
"Hungary","total",2026-11-15,"2026-W46",46,2026,351,"2026/2027"
"Hungary","total",2026-11-22,"2026-W47",47,2026,439,"2026/2027"
"Hungary","total",2026-11-29,"2026-W48",48,2026,547,"2026/2027"
"Hungary","total",2026-12-06,"2026-W49",49,2026,552,"2026/2027"
"Hungary","total",2026-12-13,"2026-W50",50,2026,565,"2026/2027"
"Hungary","total",2026-12-20,"2026-W51",51,2026,492,"2026/2027"
"Hungary","total",2026-12-27,"2026-W52",52,2026,441,"2026/2027"
"Hungary","total",2027-01-03,"2026-W53",53,2026,463,"2026/2027"
"Hungary","total",2027-01-10,"2027-W01",1,2027,392,"2026/2027"
"Hungary","total",2027-01-17,"2027-W02",2,2027,304,"2026/2027"
"Hungary","total",2027-01-24,"2027-W03",3,2027,229,"2026/2027"
"Hungary","total",2027-01-31,"2027-W04",4,2027,231,"2026/2027"
"Hungary","total",2027-02-07,"2027-W05",5,2027,194,"2026/2027"
"Hungary","total",2027-02-14,"2027-W06",6,2027,165,"2026/2027"
"Hungary","total",2027-02-21,"2027-W07",7,2027,135,"2026/2027"
"Hungary","total",2027-02-28,"2027-W08",8,2027,148,"2026/2027"
"Hungary","total",2027-03-07,"2027-W09",9,2027,123,"2026/2027"
"Hungary","total",2027-03-14,"2027-W10",10,2027,98,"2026/2027"
"Hungary","total",2027-03-21,"2027-W11",11,2027,75,"2026/2027"
"Hungary","total",2027-03-28,"2027-W12",12,2027,81,"2026/2027"
"Hungary","total",2027-04-04,"2027-W13",13,2027,78,"2026/2027"
"Hungary","total",2027-04-11,"2027-W14",14,2027,51,"2026/2027"
"Hungary","total",2027-04-18,"2027-W15",15,2027,45,"2026/2027"
"Hungary","total",2027-04-25,"2027-W16",16,2027,51,"2026/2027"
"Hungary","total",2027-05-02,"2027-W17",17,2027,45,"2026/2027"
"Hungary","total",2027-05-09,"2027-W18",18,2027,38,"2026/2027"
"Hungary","total",2027-05-16,"2027-W19",19,2027,24,"2026/2027"
"Hungary","total",2027-05-23,"2027-W20",20,2027,29,"2026/2027"
"Hungary","total",2027-05-30,"2027-W21",21,2027,18,"2026/2027"
"Hungary","total",2027-06-06,"2027-W22",22,2027,11,"2026/2027"
"Hungary","total",2027-06-13,"2027-W23",23,2027,20,"2026/2027"
"Hungary","total",2027-06-20,"2027-W24",24,2027,12,"2026/2027"
"Hungary","total",2027-06-27,"2027-W25",25,2027,10,"2026/2027"
"Hungary","total",2027-07-04,"2027-W26",26,2027,15,"2026/2027"
"Hungary","total",2027-07-11,"2027-W27",27,2027,15,"2026/2027"
"Hungary","total",2027-07-18,"2027-W28",28,2027,13,"2026/2027"
"Hungary","total",2027-07-25,"2027-W29",29,2027,11,"2026/2027"
"Hungary","total",2027-08-01,"2027-W30",30,2027,19,"2026/2027"
"Hungary","total",2027-08-08,"2027-W31",31,2027,11,"2026/2027"
"Hungary","total",2027-08-15,"2027-W32",32,2027,7,"2026/2027"
"Hungary","total",2027-08-22,"2027-W33",33,2027,12,"2026/2027"
"Hungary","total",2027-08-29,"2027-W34",34,2027,8,"2026/2027"
"Hungary","total",2027-09-05,"2027-W35",35,2027,8,"2027/2028"
"Hungary","total",2027-09-12,"2027-W36",36,2027,19,"2027/2028"
"Hungary","total",2027-09-19,"2027-W37",37,2027,20,"2027/2028"
"Hungary","total",2027-09-26,"2027-W38",38,2027,28,"2027/2028"
"Hungary","total",2027-10-03,"2027-W39",39,2027,35,"2027/2028"
"Hungary","total",2027-10-10,"2027-W40",40,2027,72,"2027/2028"
"Hungary","total",2027-10-17,"2027-W41",41,2027,94,"2027/2028"
"Hungary","total",2027-10-24,"2027-W42",42,2027,148,"2027/2028"
"Hungary","total",2027-10-31,"2027-W43",43,2027,228,"2027/2028"
"Hungary","total",2027-11-07,"2027-W44",44,2027,274,"2027/2028"
"Hungary","total",2027-11-14,"2027-W45",45,2027,351,"2027/2028"
"Hungary","total",2027-11-21,"2027-W46",46,2027,439,"2027/2028"
"Hungary","total",2027-11-28,"2027-W47",47,2027,547,"2027/2028"
"Hungary","total",2027-12-05,"2027-W48",48,2027,552,"2027/2028"
"Hungary","total",2027-12-12,"2027-W49",49,2027,565,"2027/2028"
"Hungary","total",2027-12-19,"2027-W50",50,2027,492,"2027/2028"
"Hungary","total",2027-12-26,"2027-W51",51,2027,441,"2027/2028"
"Hungary","total",2028-01-02,"2027-W52",52,2027,463,"2027/2028"
"Hungary","total",2028-01-09,"2028-W01",1,2028,392,"2027/2028"
"Hungary","total",2028-01-16,"2028-W02",2,2028,304,"2027/2028"
"Hungary","total",2028-01-23,"2028-W03",3,2028,229,"2027/2028"
"Hungary","total",2028-01-30,"2028-W04",4,2028,231,"2027/2028"
"Hungary","total",2028-02-06,"2028-W05",5,2028,194,"2027/2028"
"Hungary","total",2028-02-13,"2028-W06",6,2028,165,"2027/2028"
"Hungary","total",2028-02-20,"2028-W07",7,2028,135,"2027/2028"
"Hungary","total",2028-02-27,"2028-W08",8,2028,148,"2027/2028"
"Hungary","total",2028-03-05,"2028-W09",9,2028,123,"2027/2028"
"Hungary","total",2028-03-12,"2028-W10",10,2028,98,"2027/2028"
"Hungary","total",2028-03-19,"2028-W11",11,2028,75,"2027/2028"
"Hungary","total",2028-03-26,"2028-W12",12,2028,81,"2027/2028"
"Hungary","total",2028-04-02,"2028-W13",13,2028,78,"2027/2028"
"Hungary","total",2028-04-09,"2028-W14",14,2028,51,"2027/2028"
"Hungary","total",2028-04-16,"2028-W15",15,2028,45,"2027/2028"
"Hungary","total",2028-04-23,"2028-W16",16,2028,51,"2027/2028"
"Hungary","total",2028-04-30,"2028-W17",17,2028,45,"2027/2028"
"Hungary","total",2028-05-07,"2028-W18",18,2028,38,"2027/2028"
"Hungary","total",2028-05-14,"2028-W19",19,2028,24,"2027/2028"
"Hungary","total",2028-05-21,"2028-W20",20,2028,29,"2027/2028"
"Hungary","total",2028-05-28,"2028-W21",21,2028,18,"2027/2028"
"Hungary","total",2028-06-04,"2028-W22",22,2028,11,"2027/2028"
"Hungary","total",2028-06-11,"2028-W23",23,2028,20,"2027/2028"
"Hungary","total",2028-06-18,"2028-W24",24,2028,12,"2027/2028"
"Hungary","total",2028-06-25,"2028-W25",25,2028,10,"2027/2028"
"Hungary","total",2028-07-02,"2028-W26",26,2028,15,"2027/2028"
"Hungary","total",2028-07-09,"2028-W27",27,2028,15,"2027/2028"
"Hungary","total",2028-07-16,"2028-W28",28,2028,13,"2027/2028"
"Hungary","total",2028-07-23,"2028-W29",29,2028,11,"2027/2028"
"Hungary","total",2028-07-30,"2028-W30",30,2028,19,"2027/2028"
"Hungary","total",2028-08-06,"2028-W31",31,2028,11,"2027/2028"
"Hungary","total",2028-08-13,"2028-W32",32,2028,7,"2027/2028"
"Hungary","total",2028-08-20,"2028-W33",33,2028,12,"2027/2028"
"Hungary","total",2028-08-27,"2028-W34",34,2028,8,"2027/2028"
"Ireland","total",2026-09-06,"2026-W36",36,2026,10,"2026/2027"
"Ireland","total",2026-09-13,"2026-W37",37,2026,6,"2026/2027"
"Ireland","total",2026-09-20,"2026-W38",38,2026,10,"2026/2027"
"Ireland","total",2026-09-27,"2026-W39",39,2026,16,"2026/2027"
"Ireland","total",2026-10-04,"2026-W40",40,2026,26,"2026/2027"
"Ireland","total",2026-10-11,"2026-W41",41,2026,44,"2026/2027"
"Ireland","total",2026-10-18,"2026-W42",42,2026,64,"2026/2027"
"Ireland","total",2026-10-25,"2026-W43",43,2026,98,"2026/2027"
"Ireland","total",2026-11-01,"2026-W44",44,2026,165,"2026/2027"
"Ireland","total",2026-11-08,"2026-W45",45,2026,203,"2026/2027"
"Ireland","total",2026-11-15,"2026-W46",46,2026,264,"2026/2027"
"Ireland","total",2026-11-22,"2026-W47",47,2026,310,"2026/2027"
"Ireland","total",2026-11-29,"2026-W48",48,2026,365,"2026/2027"
"Ireland","total",2026-12-06,"2026-W49",49,2026,391,"2026/2027"
"Ireland","total",2026-12-13,"2026-W50",50,2026,359,"2026/2027"
"Ireland","total",2026-12-20,"2026-W51",51,2026,357,"2026/2027"
"Ireland","total",2026-12-27,"2026-W52",52,2026,334,"2026/2027"
"Ireland","total",2027-01-03,"2026-W53",53,2026,322,"2026/2027"
"Ireland","total",2027-01-10,"2027-W01",1,2027,260,"2026/2027"
"Ireland","total",2027-01-17,"2027-W02",2,2027,216,"2026/2027"
"Ireland","total",2027-01-24,"2027-W03",3,2027,170,"2026/2027"
"Ireland","total",2027-01-31,"2027-W04",4,2027,162,"2026/2027"
"Ireland","total",2027-02-07,"2027-W05",5,2027,151,"2026/2027"
"Ireland","total",2027-02-14,"2027-W06",6,2027,117,"2026/2027"
"Ireland","total",2027-02-21,"2027-W07",7,2027,90,"2026/2027"
"Ireland","total",2027-02-28,"2027-W08",8,2027,106,"2026/2027"
"Ireland","total",2027-03-07,"2027-W09",9,2027,100,"2026/2027"
"Ireland","total",2027-03-14,"2027-W10",10,2027,66,"2026/2027"
"Ireland","total",2027-03-21,"2027-W11",11,2027,71,"2026/2027"
"Ireland","total",2027-03-28,"2027-W12",12,2027,44,"2026/2027"
"Ireland","total",2027-04-04,"2027-W13",13,2027,46,"2026/2027"
"Ireland","total",2027-04-11,"2027-W14",14,2027,34,"2026/2027"
"Ireland","total",2027-04-18,"2027-W15",15,2027,40,"2026/2027"
"Ireland","total",2027-04-25,"2027-W16",16,2027,34,"2026/2027"
"Ireland","total",2027-05-02,"2027-W17",17,2027,23,"2026/2027"
"Ireland","total",2027-05-09,"2027-W18",18,2027,18,"2026/2027"
"Ireland","total",2027-05-16,"2027-W19",19,2027,18,"2026/2027"
"Ireland","total",2027-05-23,"2027-W20",20,2027,10,"2026/2027"
"Ireland","total",2027-05-30,"2027-W21",21,2027,19,"2026/2027"
"Ireland","total",2027-06-06,"2027-W22",22,2027,8,"2026/2027"
"Ireland","total",2027-06-13,"2027-W23",23,2027,17,"2026/2027"
"Ireland","total",2027-06-20,"2027-W24",24,2027,7,"2026/2027"
"Ireland","total",2027-06-27,"2027-W25",25,2027,7,"2026/2027"
"Ireland","total",2027-07-04,"2027-W26",26,2027,17,"2026/2027"
"Ireland","total",2027-07-11,"2027-W27",27,2027,12,"2026/2027"
"Ireland","total",2027-07-18,"2027-W28",28,2027,12,"2026/2027"
"Ireland","total",2027-07-25,"2027-W29",29,2027,10,"2026/2027"
"Ireland","total",2027-08-01,"2027-W30",30,2027,9,"2026/2027"
"Ireland","total",2027-08-08,"2027-W31",31,2027,6,"2026/2027"
"Ireland","total",2027-08-15,"2027-W32",32,2027,6,"2026/2027"
"Ireland","total",2027-08-22,"2027-W33",33,2027,7,"2026/2027"
"Ireland","total",2027-08-29,"2027-W34",34,2027,8,"2026/2027"
"Ireland","total",2027-09-05,"2027-W35",35,2027,10,"2027/2028"
"Ireland","total",2027-09-12,"2027-W36",36,2027,6,"2027/2028"
"Ireland","total",2027-09-19,"2027-W37",37,2027,10,"2027/2028"
"Ireland","total",2027-09-26,"2027-W38",38,2027,16,"2027/2028"
"Ireland","total",2027-10-03,"2027-W39",39,2027,26,"2027/2028"
"Ireland","total",2027-10-10,"2027-W40",40,2027,44,"2027/2028"
"Ireland","total",2027-10-17,"2027-W41",41,2027,64,"2027/2028"
"Ireland","total",2027-10-24,"2027-W42",42,2027,98,"2027/2028"
"Ireland","total",2027-10-31,"2027-W43",43,2027,165,"2027/2028"
"Ireland","total",2027-11-07,"2027-W44",44,2027,203,"2027/2028"
"Ireland","total",2027-11-14,"2027-W45",45,2027,264,"2027/2028"
"Ireland","total",2027-11-21,"2027-W46",46,2027,310,"2027/2028"
"Ireland","total",2027-11-28,"2027-W47",47,2027,365,"2027/2028"
"Ireland","total",2027-12-05,"2027-W48",48,2027,391,"2027/2028"
"Ireland","total",2027-12-12,"2027-W49",49,2027,359,"2027/2028"
"Ireland","total",2027-12-19,"2027-W50",50,2027,357,"2027/2028"
"Ireland","total",2027-12-26,"2027-W51",51,2027,334,"2027/2028"
"Ireland","total",2028-01-02,"2027-W52",52,2027,322,"2027/2028"
"Ireland","total",2028-01-09,"2028-W01",1,2028,260,"2027/2028"
"Ireland","total",2028-01-16,"2028-W02",2,2028,216,"2027/2028"
"Ireland","total",2028-01-23,"2028-W03",3,2028,170,"2027/2028"
"Ireland","total",2028-01-30,"2028-W04",4,2028,162,"2027/2028"
